Cust_ID,Gender,Device,First_timer,Channel ,Day,Min_spent,Clicks,Annual_inc,Country,Age,Purchased,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
S#47732H,male,Other,0,Youtube channel,MON,2,22,100000,India,38,1,0,0,0,0
Y#37630N,male,Tablet,0,Email ,SAT,2,20,58000,Japan,62,1,0,0,0,0
M#39272N,male,Tablet,0,Email ,THU,8,18,76000,China,67,0,0,0,0,0
N#15744S,female,Tablet,0,Referral,MON,3,21,10000,Canada,46,1,0,0,0,0
N#70362H,female,Other,1,Website,FRI,4,20,100000,USA,19,1,0,0,0,0
X#51217T,male,PC,0,Youtube channel,WED,5,13,76000,Canada,45,0,0,0,0,0
C#38684T,female,Tablet,1,Affiliate link,SAT,4,24,100000,Russia,32,1,0,0,0,0
X#92712Q,female,Other,0,Email ,SUN,7,19,76000,Japan,53,1,0,0,0,0
A#19256L,male,Tablet,1,Other,MON,9,22,76000,China,24,1,0,0,0,0
N#96414E,male,Tablet,1,Email ,FRI,10,25,76000,Ireland,38,1,0,0,0,0
X#86706J,female,Other,0,Google search,WED,12,23,100000,Canada,57,1,0,0,0,0
C#38965S,male,PC,1,Website,THU,12,24,35000,China,52,0,0,0,0,0
P#45508M,female,Other,0,Referral,TUE,9,27,76000,Ireland,53,1,0,0,0,0
W#17464H,female,Mobile,1,Youtube channel,WED,4,13,100000,USA,70,1,0,0,0,0
K#42483W,male,Other,1,Email ,SUN,3,16,40000,Japan,70,1,0,0,0,0
G#28984M,female,Tablet,0,Google search,WED,13,14,58000,Canada,61,1,0,0,0,0
D#99885E,female,Mobile,0,Other,FRI,13,22,76000,Russia,61,1,0,0,0,0
C#76299F,male,PC,1,Affiliate link,THU,11,27,35000,Russia,44,1,0,0,0,0
B#24184H,male,PC,0,Google search,MON,11,19,76000,China,57,0,0,0,0,0
O#42980U,male,Tablet,0,Google search,FRI,5,16,25000,UK,19,0,0,0,0,0
D#71927F,male,Tablet,0,Google search,THU,9,14,58000,Ireland,61,0,0,0,0,0
Q#84569Q,male,PC,0,Youtube channel,SAT,4,17,35000,UK,35,0,0,0,0,0
D#17492G,male,Tablet,1,Youtube channel,WED,15,21,100000,Canada,44,1,0,0,0,0
P#25488Y,female,Other,1,Affiliate link,THU,13,20,76000,UK,51,1,0,0,0,0
M#68540H,female,Other,1,Youtube channel,SAT,6,13,10000,Ireland,21,1,0,0,0,0
R#32570Q,male,Tablet,0,Email ,TUE,8,13,100000,Canada,51,0,0,0,0,0
K#61169N,female,Other,1,Google search,THU,4,23,10000,Ireland,43,0,0,0,0,0
X#18054L,female,Other,1,Youtube channel,THU,13,15,25000,Canada,26,0,0,0,0,0
O#34999Q,female,Tablet,0,Social media ads,WED,8,22,100000,Canada,42,0,0,0,0,0
P#28366J,female,Tablet,0,Youtube channel,SUN,4,17,25000,China,16,1,0,0,0,0
M#91008U,female,Other,1,Referral,WED,9,26,10000,UK,24,0,0,0,0,0
A#65095Y,male,Tablet,0,Affiliate link,THU,7,16,100000,Japan,40,0,0,0,0,0
G#89546G,male,Mobile,0,Website,TUE,14,24,25000,Russia,28,1,0,0,0,0
M#69765I,male,PC,0,Google search,THU,4,27,100000,Canada,56,1,0,0,0,0
B#46650X,female,PC,0,Other,TUE,5,24,35000,Malaysia,49,1,0,0,0,0
P#22804N,female,Tablet,0,Other,SAT,5,15,10000,Russia,50,0,0,0,0,0
E#32460Q,male,Other,0,Google search,TUE,12,20,58000,Canada,21,0,0,0,0,0
Q#92738F,male,Tablet,0,Other,SAT,8,16,100000,Malaysia,20,1,0,0,0,0
G#83003G,female,Tablet,0,Affiliate link,FRI,2,13,10000,UK,41,1,0,0,0,0
D#95191N,female,Other,0,Referral,THU,12,17,100000,Japan,63,1,0,0,0,0
G#77041K,male,Tablet,0,Google search,MON,8,20,58000,China,59,1,0,0,0,0
F#23868A,female,Mobile,1,Referral,WED,6,24,76000,USA,40,0,0,0,0,0
E#64604T,male,Tablet,0,Other,MON,7,17,58000,UK,50,0,0,0,0,0
Q#21150Y,male,Mobile,0,Google search,THU,14,13,40000,USA,56,0,0,0,0,0
Z#69158J,female,Other,0,Youtube channel,FRI,12,24,58000,Ireland,48,0,0,0,0,0
A#39631U,female,Tablet,0,Referral,SAT,4,22,40000,India,43,1,0,0,0,0
Y#86572M,female,Mobile,0,Other,WED,7,16,40000,USA,67,0,0,0,0,0
D#98246B,female,Mobile,0,Affiliate link,WED,8,13,58000,India,20,1,0,0,0,0
Y#62819L,female,Other,0,Website,MON,7,19,35000,Mexico,49,1,0,0,0,0
W#92157Q,male,Mobile,0,Website,SUN,10,17,25000,China,23,1,0,0,0,0
C#86268G,male,Tablet,1,Other,MON,11,16,35000,China,61,1,0,0,0,0
B#40490X,female,PC,0,Website,TUE,2,19,58000,Malaysia,56,1,0,0,0,0
D#69009U,female,Other,0,Social media ads,TUE,4,24,40000,Ireland,45,1,0,0,0,0
R#40003A,female,Other,0,Referral,MON,3,27,76000,Canada,36,1,0,0,0,0
L#59706I,male,Mobile,0,Other,SAT,4,21,58000,Russia,48,0,0,0,0,0
D#71476H,male,Tablet,0,Referral,MON,2,16,76000,India,64,1,0,0,0,0
S#26283Y,female,Tablet,1,Website,WED,14,16,76000,Canada,68,0,0,0,0,0
P#86532N,female,Tablet,1,Affiliate link,SAT,15,13,40000,Russia,35,0,0,0,0,0
I#85681J,female,Other,0,Website,MON,8,20,76000,Russia,58,0,0,0,0,0
L#95041D,male,Other,1,Youtube channel,FRI,11,27,40000,Canada,49,0,0,0,0,0
B#51340R,male,Mobile,0,Other,MON,13,17,76000,India,18,1,0,0,0,0
A#88586B,male,PC,1,Referral,FRI,15,20,10000,Canada,24,1,0,0,0,0
P#38972P,male,Other,0,Social media ads,THU,5,26,58000,Japan,36,0,0,0,0,0
C#83422G,male,Mobile,1,Referral,MON,13,27,40000,Japan,40,1,0,0,0,0
E#96643B,male,Mobile,0,Social media ads,SUN,6,24,10000,Russia,55,0,0,0,0,0
Z#95494G,female,Mobile,1,Affiliate link,SAT,9,21,76000,China,31,1,0,0,0,0
R#79750L,male,Tablet,1,Affiliate link,FRI,4,19,10000,India,36,0,0,0,0,0
D#56627D,female,Other,1,Website,WED,8,13,35000,Canada,43,0,0,0,0,0
B#57839U,female,PC,0,Youtube channel,WED,6,14,40000,India,43,1,0,0,0,0
Q#56618U,male,Mobile,1,Social media ads,THU,13,26,76000,Russia,17,0,0,0,0,0
Y#25156C,female,Tablet,0,Google search,WED,7,22,25000,China,22,1,0,0,0,0
Q#11715Y,female,Mobile,0,Youtube channel,FRI,15,19,25000,Japan,39,1,0,0,0,0
T#45665T,female,PC,1,Google search,SUN,5,23,35000,Japan,26,0,0,0,0,0
B#12450O,female,Mobile,0,Website,SAT,9,18,40000,USA,27,1,0,0,0,0
F#92893V,male,Other,1,Google search,SUN,8,13,58000,China,56,1,0,0,0,0
Q#49318Q,female,Tablet,1,Referral,TUE,12,26,10000,Mexico,42,0,0,0,0,0
Z#48773I,female,Tablet,0,Referral,TUE,3,26,58000,China,65,1,0,0,0,0
S#77477Q,male,Mobile,0,Website,WED,3,22,10000,Russia,65,1,0,0,0,0
J#77967B,female,Tablet,0,Email ,FRI,12,14,25000,Japan,35,0,0,0,0,0
G#99832V,female,PC,0,Social media ads,SAT,2,20,10000,UK,48,1,0,0,0,0
P#47190S,male,Mobile,0,Referral,TUE,5,14,25000,China,70,0,0,0,0,0
V#74612R,male,PC,0,Website,SAT,2,13,10000,Canada,56,1,0,0,0,0
B#65373J,male,Other,1,Social media ads,WED,15,14,58000,China,55,0,0,0,0,0
E#59016X,male,PC,1,Referral,WED,4,22,100000,USA,53,0,0,0,0,0
Z#11296C,female,PC,0,Website,SUN,15,19,58000,UK,60,1,0,0,0,0
U#23380O,female,Mobile,1,Youtube channel,THU,9,20,10000,Mexico,50,0,0,0,0,0
U#25582X,female,Mobile,0,Other,SAT,5,17,58000,Ireland,37,1,0,0,0,0
X#21679B,female,Tablet,1,Youtube channel,SUN,13,22,10000,Russia,17,1,0,0,0,0
N#95520S,male,Other,0,Website,SAT,7,23,25000,USA,23,0,0,0,0,0
R#89555P,female,PC,0,Social media ads,TUE,13,17,40000,Ireland,33,0,0,0,0,0
R#13878J,female,Mobile,1,Other,SAT,15,15,100000,Mexico,66,0,0,0,0,0
A#23810F,male,Mobile,0,Social media ads,THU,14,20,58000,India,62,0,0,0,0,0
M#92292P,male,Mobile,1,Youtube channel,SAT,8,20,76000,UK,52,0,0,0,0,0
V#83598P,female,Other,0,Other,THU,14,19,25000,Malaysia,18,0,0,0,0,0
Y#74574I,female,PC,1,Youtube channel,THU,13,27,100000,Japan,36,1,0,0,0,0
Y#28101W,male,Mobile,1,Referral,WED,15,25,25000,India,69,1,0,0,0,0
P#45208T,female,Other,1,Social media ads,FRI,2,23,40000,Ireland,30,1,0,0,0,0
V#21174I,male,Tablet,0,Other,WED,4,26,35000,Japan,54,0,0,0,0,0
K#23725L,male,Mobile,0,Affiliate link,SAT,6,15,10000,UK,20,1,0,0,0,0
E#73310Q,female,Tablet,1,Social media ads,WED,5,15,35000,UK,30,1,0,0,0,0
V#85912J,female,Other,0,Google search,SUN,6,22,58000,Canada,51,1,0,0,0,0
V#29523N,female,Mobile,0,Other,SUN,12,16,58000,India,61,1,0,0,0,0
V#38936Q,female,PC,1,Email ,SAT,10,15,100000,Malaysia,41,0,0,0,0,0
F#39163U,male,Other,1,Social media ads,TUE,14,20,35000,China,16,0,0,0,0,0
H#10496K,female,Tablet,0,Other,TUE,4,22,35000,China,20,0,0,0,0,0
A#93923X,male,Tablet,1,Referral,THU,4,15,58000,Japan,44,1,0,0,0,0
W#22432N,female,Tablet,1,Referral,SAT,6,17,58000,India,43,1,0,0,0,0
A#28713D,female,PC,1,Youtube channel,TUE,10,14,76000,Canada,53,0,0,0,0,0
M#40723O,female,Tablet,1,Other,MON,11,25,40000,Russia,37,0,0,0,0,0
L#90248F,female,Tablet,0,Website,MON,8,20,58000,China,21,0,0,0,0,0
P#53747J,male,Mobile,0,Youtube channel,THU,3,24,58000,UK,17,1,0,0,0,0
J#48784B,male,PC,1,Other,SAT,2,19,40000,Russia,58,0,0,0,0,0
Y#38045L,female,Other,1,Other,WED,8,16,35000,China,60,0,0,0,0,0
L#67581B,male,Other,0,Social media ads,WED,8,14,35000,India,42,0,0,0,0,0
H#27327Q,male,Tablet,1,Referral,SUN,4,21,10000,UK,39,1,0,0,0,0
H#55709I,male,Mobile,1,Website,WED,12,25,10000,Mexico,34,1,0,0,0,0
E#87640A,female,Mobile,0,Other,FRI,4,17,35000,Mexico,32,0,0,0,0,0
L#14153A,male,Mobile,1,Social media ads,SUN,12,16,40000,USA,42,1,0,0,0,0
G#12191K,male,PC,0,Google search,TUE,14,25,58000,China,29,1,0,0,0,0
H#80868Y,female,Tablet,0,Other,SAT,4,27,58000,China,31,0,0,0,0,0
G#45857V,female,Mobile,1,Website,SUN,2,23,76000,USA,26,1,0,0,0,0
R#93065N,female,Mobile,1,Youtube channel,THU,8,22,58000,Ireland,19,0,0,0,0,0
H#72501T,female,Tablet,0,Affiliate link,SUN,5,26,100000,Malaysia,63,0,0,0,0,0
Z#83918L,male,Mobile,0,Referral,THU,14,23,40000,Mexico,22,0,0,0,0,0
P#51176G,female,Tablet,1,Other,TUE,11,21,35000,Japan,70,0,0,0,0,0
F#40775V,male,PC,1,Email ,TUE,5,14,76000,India,30,0,0,0,0,0
I#89689P,female,Mobile,0,Youtube channel,SAT,2,26,35000,Japan,31,1,0,0,0,0
F#78012S,male,PC,0,Website,THU,14,18,10000,China,42,0,0,0,0,0
D#15112N,male,Other,0,Social media ads,MON,10,15,76000,UK,37,0,0,0,0,0
S#26331O,female,PC,0,Youtube channel,SAT,11,16,76000,Malaysia,51,1,0,0,0,0
V#45632R,female,Mobile,1,Google search,SUN,14,21,40000,Japan,23,1,0,0,0,0
N#78572T,female,Mobile,1,Other,THU,8,24,76000,Ireland,53,1,0,0,0,0
W#61404H,male,Tablet,0,Website,FRI,7,16,35000,Ireland,37,1,0,0,0,0
U#92347Q,male,Mobile,0,Affiliate link,WED,6,25,40000,Malaysia,42,1,0,0,0,0
V#33310F,female,Mobile,1,Youtube channel,SAT,15,22,10000,Japan,68,0,0,0,0,0
X#99415W,female,PC,0,Google search,SAT,2,19,25000,USA,50,0,0,0,0,0
O#18666H,male,Other,1,Social media ads,MON,6,20,35000,UK,44,1,0,0,0,0
X#55788R,male,PC,1,Email ,TUE,7,19,35000,Japan,36,0,0,0,0,0
J#61507V,female,Tablet,1,Affiliate link,FRI,12,22,58000,Japan,47,0,0,0,0,0
H#16658J,male,Mobile,0,Email ,FRI,6,21,100000,Russia,55,0,0,0,0,0
D#42563L,female,Tablet,0,Youtube channel,WED,2,14,35000,China,54,0,0,0,0,0
I#32402E,female,Tablet,1,Social media ads,WED,4,23,25000,Japan,63,1,0,0,0,0
J#62738K,male,PC,1,Referral,WED,8,16,25000,USA,59,1,0,0,0,0
P#81996K,male,Mobile,0,Referral,FRI,9,20,35000,Canada,16,0,0,0,0,0
E#12221D,male,Other,0,Other,WED,11,20,76000,Mexico,25,0,0,0,0,0
U#61632X,male,Tablet,1,Referral,THU,7,18,35000,Malaysia,18,1,0,0,0,0
X#76350N,male,Other,1,Youtube channel,SAT,5,15,35000,Ireland,46,0,0,0,0,0
L#52959F,female,Mobile,0,Google search,MON,14,26,10000,UK,48,1,0,0,0,0
R#43537X,female,Other,0,Email ,WED,6,16,40000,Japan,34,0,0,0,0,0
J#70925Q,male,Mobile,1,Other,THU,2,25,35000,Canada,62,1,0,0,0,0
K#22143G,female,Other,1,Google search,WED,15,16,100000,UK,51,1,0,0,0,0
X#22549H,female,Mobile,1,Social media ads,WED,3,14,25000,Mexico,47,1,0,0,0,0
V#67186X,female,Other,1,Google search,THU,14,21,58000,Mexico,19,1,0,0,0,0
M#71785V,female,Other,0,Google search,WED,11,23,10000,UK,48,0,0,0,0,0
N#32577T,female,Mobile,1,Google search,SUN,14,27,35000,Japan,52,0,0,0,0,0
F#12164R,female,PC,0,Email ,SAT,8,27,58000,Canada,20,0,0,0,0,0
T#76139X,female,Mobile,1,Youtube channel,MON,7,22,76000,Russia,55,1,0,0,0,0
G#20129X,male,Tablet,0,Email ,FRI,6,17,76000,UK,29,0,0,0,0,0
P#26314P,female,Tablet,0,Referral,MON,9,23,76000,UK,31,1,0,0,0,0
X#75688T,female,Other,0,Email ,MON,8,14,35000,Japan,50,0,0,0,0,0
A#93742X,male,Other,1,Other,WED,4,21,100000,India,56,0,0,0,0,0
S#84412F,female,Other,0,Google search,MON,7,25,25000,Mexico,18,0,0,0,0,0
C#20651O,male,Other,0,Email ,MON,4,17,25000,India,17,1,0,0,0,0
M#27335G,male,PC,1,Affiliate link,TUE,3,14,76000,Japan,53,1,0,0,0,0
M#45275H,male,PC,1,Other,TUE,11,14,25000,Russia,18,0,0,0,0,0
V#29190N,female,Other,0,Google search,MON,6,22,40000,China,43,0,0,0,0,0
O#63044X,female,PC,0,Youtube channel,SUN,11,18,25000,Malaysia,61,1,0,0,0,0
I#59975U,female,Other,1,Google search,WED,14,14,100000,Japan,32,1,0,0,0,0
X#40455S,female,Mobile,1,Youtube channel,SAT,9,15,100000,India,36,1,0,0,0,0
I#87052O,male,PC,0,Google search,SAT,6,19,58000,India,59,0,0,0,0,0
Y#59912Q,female,PC,1,Website,WED,2,22,10000,UK,19,0,0,0,0,0
V#28445N,female,PC,0,Referral,FRI,11,13,76000,Japan,38,1,0,0,0,0
B#77977K,female,Mobile,1,Social media ads,MON,12,17,76000,USA,17,1,0,0,0,0
S#51501G,female,Mobile,1,Referral,SUN,6,17,40000,Ireland,43,0,0,0,0,0
Z#83636R,female,Mobile,1,Other,FRI,7,13,40000,Russia,20,0,0,0,0,0
Q#55489S,female,Other,0,Referral,SUN,7,19,35000,Malaysia,31,1,0,0,0,0
C#34864G,male,Tablet,0,Google search,SAT,10,22,10000,Ireland,22,1,0,0,0,0
R#85784W,female,Mobile,1,Website,TUE,14,19,76000,USA,43,1,0,0,0,0
R#50507Q,female,Tablet,1,Social media ads,SAT,14,25,76000,UK,58,0,0,0,0,0
A#93395J,male,Tablet,0,Referral,WED,8,15,10000,USA,17,1,0,0,0,0
I#54220Y,female,Other,0,Social media ads,FRI,10,16,40000,Canada,62,1,0,0,0,0
F#81606C,male,Other,1,Email ,MON,12,13,40000,Ireland,26,1,0,0,0,0
N#36804F,female,Other,1,Referral,TUE,7,17,76000,USA,45,1,0,0,0,0
R#97717A,male,Tablet,1,Youtube channel,SUN,12,25,58000,USA,70,0,0,0,0,0
Q#92424A,female,Other,1,Social media ads,THU,3,24,25000,India,19,1,0,0,0,0
H#21709L,male,PC,0,Affiliate link,FRI,11,24,35000,Russia,46,1,0,0,0,0
W#76567J,female,PC,1,Google search,SAT,8,16,58000,Ireland,36,0,0,0,0,0
J#16475J,female,PC,1,Google search,WED,14,13,76000,Ireland,57,0,0,0,0,0
E#60647B,male,PC,0,Referral,MON,15,21,25000,UK,57,0,0,0,0,0
Q#58341D,male,Other,0,Website,FRI,6,15,35000,China,18,1,0,0,0,0
Z#25367K,female,Mobile,1,Google search,FRI,8,20,35000,Malaysia,66,0,0,0,0,0
F#71049J,female,Tablet,1,Other,WED,5,25,40000,China,40,0,0,0,0,0
M#69669A,male,Mobile,1,Social media ads,MON,15,18,25000,UK,68,1,0,0,0,0
Z#54172D,female,Mobile,1,Email ,WED,8,22,40000,Japan,32,1,0,0,0,0
A#96338G,male,Tablet,1,Affiliate link,THU,6,22,100000,China,49,1,0,0,0,0
C#47400B,male,Mobile,1,Affiliate link,THU,12,27,40000,India,59,0,0,0,0,0
V#81119H,female,Tablet,0,Youtube channel,TUE,12,18,100000,Canada,58,0,0,0,0,0
M#29262K,male,Other,0,Referral,SAT,9,16,58000,Canada,45,1,0,0,0,0
O#98335N,male,Other,1,Email ,SAT,9,14,40000,Canada,42,1,0,0,0,0
B#78711U,female,PC,1,Email ,MON,6,17,100000,Canada,66,1,0,0,0,0
M#15177P,male,Other,1,Other,TUE,11,20,35000,Russia,43,1,0,0,0,0
E#54124E,female,Tablet,0,Email ,FRI,6,17,25000,Canada,56,0,0,0,0,0
B#24209O,male,Tablet,1,Google search,MON,15,20,10000,China,35,0,0,0,0,0
N#34189T,male,PC,0,Google search,WED,13,13,58000,India,49,0,0,0,0,0
Y#60077F,female,Tablet,0,Affiliate link,MON,4,21,100000,USA,53,0,0,0,0,0
I#62757Q,female,Tablet,1,Referral,THU,7,23,58000,India,32,1,0,0,0,0
V#87986S,female,Tablet,1,Google search,THU,6,13,58000,China,41,0,0,0,0,0
C#53023D,female,Other,0,Website,SUN,10,26,76000,China,41,1,0,0,0,0
Y#76271G,male,Other,1,Website,SAT,13,27,76000,Canada,34,1,0,0,0,0
B#43872E,female,Tablet,0,Other,THU,9,15,76000,USA,25,1,0,0,0,0
E#68592U,female,PC,1,Other,FRI,9,23,76000,Canada,17,0,0,0,0,0
O#38050L,male,Other,0,Google search,WED,10,13,58000,Russia,16,1,0,0,0,0
C#34260I,female,PC,1,Referral,SAT,3,16,25000,Malaysia,34,0,0,0,0,0
Z#27364S,male,PC,0,Referral,FRI,7,27,10000,Mexico,70,1,0,0,0,0
Q#16326H,female,Tablet,0,Website,SAT,3,26,10000,Japan,47,1,0,0,0,0
K#23150E,male,Other,0,Referral,SAT,7,25,10000,Ireland,19,0,0,0,0,0
O#27642F,male,Mobile,0,Social media ads,WED,12,16,10000,Russia,19,1,0,0,0,0
B#86694W,male,Other,1,Affiliate link,FRI,12,25,58000,China,66,1,0,0,0,0
U#38952B,female,Tablet,0,Youtube channel,SUN,4,24,25000,Japan,61,0,0,0,0,0
D#28283J,female,Tablet,1,Email ,WED,15,24,100000,India,30,0,0,0,0,0
D#56090T,male,Tablet,0,Affiliate link,FRI,12,23,10000,Mexico,43,0,0,0,0,0
L#31070D,female,Other,1,Social media ads,WED,3,26,35000,Malaysia,28,0,0,0,0,0
L#41452O,male,Tablet,0,Other,MON,2,25,58000,Canada,48,1,0,0,0,0
P#88485P,male,PC,0,Youtube channel,FRI,5,24,58000,Ireland,62,0,0,0,0,0
U#27183B,female,Other,1,Website,FRI,6,18,35000,Ireland,38,0,0,0,0,0
N#85652X,male,PC,0,Youtube channel,WED,13,26,76000,Mexico,38,1,0,0,0,0
U#29254Q,female,PC,1,Affiliate link,SAT,11,27,76000,Russia,53,1,0,0,0,0
R#27889U,male,Other,1,Other,WED,8,15,76000,Mexico,69,0,0,0,0,0
U#81797E,female,PC,0,Email ,THU,14,19,58000,China,54,0,0,0,0,0
P#24841C,female,Other,0,Other,SUN,14,17,10000,Malaysia,25,1,0,0,0,0
P#93599T,female,Other,0,Social media ads,SUN,8,20,10000,USA,63,1,0,0,0,0
J#64920J,female,Tablet,0,Youtube channel,THU,10,14,10000,USA,59,0,0,0,0,0
E#15698T,female,Tablet,1,Youtube channel,THU,8,15,100000,UK,45,1,0,0,0,0
J#40231G,male,PC,0,Affiliate link,WED,6,18,10000,Japan,54,1,0,0,0,0
E#34211E,male,Mobile,0,Google search,THU,15,20,40000,USA,27,0,0,0,0,0
H#13841R,male,PC,0,Social media ads,MON,9,18,76000,Mexico,66,1,0,0,0,0
N#43539E,male,Tablet,1,Youtube channel,SAT,8,22,40000,USA,25,1,0,0,0,0
E#55582X,male,Tablet,0,Website,SAT,5,14,35000,UK,44,0,0,0,0,0
K#20144M,male,PC,0,Website,FRI,10,21,35000,India,24,1,0,0,0,0
M#19238F,female,Tablet,1,Youtube channel,SAT,4,21,58000,Mexico,51,1,0,0,0,0
X#64434Y,female,Mobile,1,Affiliate link,SUN,15,13,35000,Russia,60,0,0,0,0,0
H#57068B,female,Other,0,Google search,FRI,2,23,10000,Malaysia,63,1,0,0,0,0
Y#35547T,male,PC,0,Other,THU,14,17,25000,Malaysia,50,1,0,0,0,0
B#68589J,female,Tablet,1,Other,WED,14,25,40000,Mexico,44,1,0,0,0,0
U#82888X,male,PC,0,Youtube channel,THU,15,24,58000,Canada,57,0,0,0,0,0
H#34960V,male,Other,0,Affiliate link,FRI,12,18,100000,UK,28,0,0,0,0,0
Y#57498T,female,PC,0,Other,SUN,12,15,25000,USA,45,1,0,0,0,0
O#81483E,male,Mobile,1,Referral,SAT,13,16,40000,UK,44,1,0,0,0,0
R#29922P,male,Other,0,Referral,THU,6,20,10000,China,46,0,0,0,0,0
I#43822G,female,Other,1,Email ,SAT,7,22,76000,Mexico,18,0,0,0,0,0
A#13545B,male,PC,1,Website,WED,6,14,76000,Mexico,23,0,0,0,0,0
E#14420M,female,Mobile,1,Other,MON,7,21,35000,Malaysia,31,1,0,0,0,0
G#11102W,female,Mobile,1,Referral,WED,14,13,35000,Russia,22,1,0,0,0,0
F#75781W,male,Other,0,Social media ads,TUE,7,16,40000,Canada,20,0,0,0,0,0
H#39510H,female,Tablet,0,Social media ads,FRI,12,24,58000,India,30,0,0,0,0,0
E#41230S,male,Tablet,0,Email ,WED,13,18,100000,Canada,61,0,0,0,0,0
I#47149Q,male,PC,0,Affiliate link,MON,2,19,58000,Canada,47,1,0,0,0,0
H#54389T,female,Mobile,1,Google search,SAT,3,26,35000,Mexico,43,1,0,0,0,0
B#55429W,male,Mobile,0,Email ,SAT,6,18,40000,Mexico,70,1,0,0,0,0
Z#41424D,male,Mobile,0,Social media ads,MON,10,20,100000,Canada,50,0,0,0,0,0
U#33074G,female,Mobile,1,Referral,TUE,14,14,35000,UK,18,1,0,0,0,0
W#25794X,male,PC,1,Other,WED,12,16,25000,Ireland,49,0,0,0,0,0
P#41500V,female,Mobile,0,Website,TUE,4,24,58000,India,20,1,0,0,0,0
Z#93843S,female,Other,1,Social media ads,SAT,2,25,58000,Canada,31,1,0,0,0,0
Q#98360Q,male,Other,0,Website,TUE,3,13,58000,China,46,0,0,0,0,0
F#83907Q,male,Mobile,1,Referral,SUN,3,13,100000,China,48,0,0,0,0,0
Z#59907M,female,Mobile,1,Other,SAT,14,23,25000,Canada,39,0,0,0,0,0
W#24343P,female,Mobile,1,Website,FRI,6,24,10000,Mexico,51,0,0,0,0,0
K#68450V,male,Other,0,Social media ads,FRI,13,18,40000,Canada,47,0,0,0,0,0
B#22926R,female,Other,0,Email ,FRI,6,26,40000,China,21,0,0,0,0,0
O#12039O,female,Other,0,Email ,SUN,7,20,76000,Mexico,36,0,0,0,0,0
P#61687K,male,PC,1,Google search,WED,9,13,35000,Japan,51,1,0,0,0,0
Q#35706S,male,Tablet,1,Social media ads,TUE,13,27,100000,Russia,56,1,0,0,0,0
J#97698J,female,Other,0,Email ,TUE,7,20,100000,UK,70,0,0,0,0,0
W#88199M,female,Other,1,Other,WED,12,18,10000,Russia,36,1,0,0,0,0
U#83329N,female,Mobile,0,Email ,MON,8,17,10000,Japan,28,0,0,0,0,0
P#65989W,female,PC,1,Email ,MON,2,14,40000,Mexico,28,1,0,0,0,0
M#66114N,female,Mobile,1,Referral,WED,12,20,10000,USA,55,1,0,0,0,0
L#50773P,male,PC,1,Email ,SUN,9,18,40000,China,53,1,0,0,0,0
X#47013O,female,Other,0,Email ,TUE,2,23,76000,Mexico,20,1,0,0,0,0
S#18137D,male,Other,0,Affiliate link,SAT,14,16,100000,Japan,42,0,0,0,0,0
Z#71452M,male,Mobile,0,Google search,WED,6,24,25000,Canada,23,0,0,0,0,0
E#30493B,male,Tablet,1,Affiliate link,FRI,5,26,10000,Canada,63,0,0,0,0,0
H#36202D,male,Tablet,1,Referral,TUE,4,17,35000,Canada,42,1,0,0,0,0
K#62956W,male,Mobile,0,Website,FRI,5,21,76000,China,37,0,0,0,0,0
D#15805C,male,Tablet,1,Other,WED,6,26,100000,USA,49,1,0,0,0,0
Y#56206W,female,Tablet,0,Affiliate link,MON,2,23,25000,Malaysia,17,1,0,0,0,0
L#55298W,male,PC,1,Social media ads,SAT,3,23,100000,UK,22,0,0,0,0,0
V#37730U,male,PC,1,Social media ads,SAT,13,15,58000,USA,23,0,0,0,0,0
N#64133J,female,Tablet,0,Other,SUN,5,16,76000,Canada,48,1,0,0,0,0
N#69811B,female,Mobile,1,Other,MON,2,23,10000,India,21,0,0,0,0,0
N#81819X,male,Tablet,1,Social media ads,WED,8,24,76000,Japan,70,0,0,0,0,0
G#90604Y,male,PC,1,Affiliate link,WED,15,16,35000,Mexico,24,0,0,0,0,0
A#18001J,female,Tablet,0,Affiliate link,MON,12,19,100000,India,53,0,0,0,0,0
Z#94333S,female,Mobile,1,Social media ads,MON,2,22,35000,Japan,42,0,0,0,0,0
J#75117M,female,Other,1,Social media ads,TUE,6,23,76000,USA,35,0,0,0,0,0
C#41648D,female,Other,1,Referral,FRI,3,27,58000,India,28,1,0,0,0,0
L#75719Y,male,PC,0,Youtube channel,MON,13,24,25000,Russia,23,1,0,0,0,0
W#68319J,male,Mobile,0,Social media ads,THU,7,15,58000,Japan,64,0,0,0,0,0
F#20316C,female,PC,1,Referral,SUN,15,22,100000,China,65,0,0,0,0,0
G#66105P,male,PC,1,Email ,WED,11,21,76000,Canada,70,0,0,0,0,0
C#66560G,male,Other,1,Email ,FRI,4,23,76000,Canada,36,1,0,0,0,0
P#55705O,male,PC,1,Other,THU,15,25,25000,UK,42,1,0,0,0,0
A#97502B,male,Tablet,0,Website,FRI,4,17,10000,USA,27,1,0,0,0,0
Q#56859X,female,Tablet,1,Google search,MON,13,17,100000,China,42,1,0,0,0,0
L#12170I,female,Tablet,0,Affiliate link,TUE,8,22,10000,Japan,68,1,0,0,0,0
K#28474L,male,PC,1,Google search,MON,3,17,10000,Russia,42,0,0,0,0,0
W#33497P,male,Tablet,1,Referral,FRI,6,26,58000,UK,23,0,0,0,0,0
